MAKER,MODEL,MODELYEAR,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS,FUEL_TYPE,DATE_REG,TYPE,COLOUR,STATE
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-24,MOTOKAR,BLUE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-24,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-24,MOTOKAR,BLUE,PERAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-24,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-24,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-24,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-25,MOTOKAR,WHITE,PERLIS
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-25,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-25,MOTOKAR,WHITE,SARAWAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-25,MOTOKAR,WHITE,MELAKA
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-25,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-25,MOTOKAR,BLACK,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-27,MOTOKAR,WHITE,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-28,MOTOKAR,RED,MELAKA
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-28,MOTOKAR,BLUE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-28,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-28,MOTOKAR,BLUE,PERLIS
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-28,MOTOKAR,WHITE,PERAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-28,MOTOKAR,GREY,PAHANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,GREY,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,BLACK,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,WHITE,PERAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,WHITE,TERENGGANU
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,BLACK,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-29,MOTOKAR,RED,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,GREY,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLACK,PAHANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLUE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLACK,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLACK,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,BLACK,SABAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,PETROL,2025-04-30,MOTOKAR,GREY,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-02,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-02,MOTOKAR,BLUE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-03,MOTOKAR,WHITE,MELAKA
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-06,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-06,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-06,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-06,MOTOKAR,BLUE,KELANTAN
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-07,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-07,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-07,MOTOKAR,BLACK,KELANTAN
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-08,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-08,MOTOKAR,WHITE,SARAWAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-08,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-08,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-08,MOTOKAR,BLUE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-10,MOTOKAR,BLUE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-10,MOTOKAR,GREY,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-10,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-10,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-13,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-13,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-13,MOTOKAR,RED,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-13,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-14,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-14,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-14,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-15,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-15,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-16,MOTOKAR,GREY,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-16,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-16,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-16,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-17,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-17,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-17,MOTOKAR,BLACK,NEGERI SEMBILAN
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-17,MOTOKAR,RED,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-17,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-17,MOTOKAR,BLUE,MELAKA
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-20,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-20,MOTOKAR,YELLOW,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-20,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-20,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-20,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,RED,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,WHITE,PAHANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,WHITE,PERAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,GREY,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-21,MOTOKAR,BLUE,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,BLUE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,RED,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,RED,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,WHITE,NEGERI SEMBILAN
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,BLUE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-22,MOTOKAR,GREY,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,BLUE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,BLACK,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,WHITE,SARAWAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,WHITE,SABAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,BLUE,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-23,MOTOKAR,WHITE,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,BLACK,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,RED,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,GREY,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,BLUE,PAHANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-24,MOTOKAR,GREY,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,GREY,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,BLACK,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,GREY,SABAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,WHITE,SABAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,BLUE,KELANTAN
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-27,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,WHITE,TERENGGANU
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,BLACK,TERENGGANU
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,RED,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-28,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-31,MOTOKAR,GREY,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-31,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-01-31,MOTOKAR,RED,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-03,MOTOKAR,GREY,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-03,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-03,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-04,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-04,MOTOKAR,WHITE,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-04,MOTOKAR,BLUE,PERAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-04,MOTOKAR,SILVER,TERENGGANU
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-05,MOTOKAR,WHITE,MELAKA
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-05,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-05,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-05,MOTOKAR,WHITE,KEDAH
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-06,MOTOKAR,WHITE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-06,MOTOKAR,WHITE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-06,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-06,MOTOKAR,WHITE,SARAWAK
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-07,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-07,MOTOKAR,WHITE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-07,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-09,MOTOKAR,WHITE,TERENGGANU
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,RED,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,BLUE,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,BLUE,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,GREY,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,BLACK,PULAU PINANG
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,BLACK,W.P. KUALA LUMPUR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,BLUE,SELANGOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-10,MOTOKAR,WHITE,JOHOR
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-11,MOTOKAR,BLUE,PERLIS
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-11,MOTOKAR,WHITE,KELANTAN
HONDA,CIVIC,2014,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,PETROL,2025-02-11,MOTOKAR,BLACK,KELANTAN
